en	phonetic	cn	example	exampleCn	synonym	root
graduate	/ˈɡrædʒuˌet/	adj.  研究生的 v.  毕业 n. 毕业生；研究生	a graduate student	研究生	同义：shadow, postgraduate, school-leaving	同根：graduated  累进的；分等级的；毕了业的；为毕业生设立的；graded  分等级的；按年级分的；gradational  有等级的；渐次的
famine	/ˈfæmɪn/	n.  饥荒； 严重的缺乏	the great potato famine in Ireland	爱尔兰严重的土豆荒	同义：hunger	同根：famished  极饥饿的；famished  使饥饿（famish的过去式）
quota	/ˈkwotə/	n.  定额， 限额， 配额	The government has decided to scrap quotas on car imports.	政府决定取消汽车进口配额。	同义：norm	
unanimous	/jʊˈnænəməs/	adj.  全体一致的， 一致同意的	It was decided by a unanimous vote that the school should close.	关闭学校是大家一致通过的决定。	同义：unobjectionable	同根：unanimously  全体一致地；unanimity  同意，全体一致
scorn	/skɔrn/	n. 轻蔑，鄙视 vt.  轻蔑， 鄙视； 拒绝， 不屑	Researchers greeted the proposal with scorn.	研究者们对这个提议报以轻蔑的态度。	同义：floccinaucinihilipilification, spurn at, flout	同根：scornful  轻蔑的；scornfully  轻蔑地；藐视地；scorner  轻蔑者；藐视者；嘲笑者
thermal	/ˈθɝml/	adj.  热的， 由热造成的； 保暖的	thermal energy	热能	同义：hot	同根：thermic  热的；由热造成的；热量的；thermally  热地；用热的方法
sulfur	/ˈsʌlfɚ/	n.  硫	She knelt down, hands on the thighs, breathe in the smell of sulfur.	她跪了下来，双手放在大腿上，吸进了硫磺的气味。	同义：sulphur, sulphur	同根：sulfuric  硫磺的；含多量硫磺的；含（六价）硫的；sulfuretted  含硫磺的；被硫化的；sulfurous  硫磺的；含有硫磺的
visual	/ˈvɪʒʊəl/	adj.  看的， 视觉的	Artists translate their ideas into visual images.	画家把自己的思想转换成视觉画面。	同义：optical	同根：vision  视力；美景；眼力；幻象；想象力；visualizer  视觉型的人；观察仪；想像者；vision  想象；显现；梦见
terrain	/tɛˈren/	n.  地形， 地势	rocky terrain	多石的地形	同义：domain	
grief	/ɡrif/	n.  悲伤， 悲痛； 悲伤的事， 悲痛的缘由	Every change in our lives brings with it griefs.	我们生活当中的每一个变化都有让人伤心的一面。	同义：disaster	同根：grieve  悲痛，哀悼；grieve  使悲伤，使苦恼
rap	/ræp/	vi. 说唱 vt. 敲击，急敲；突然厉声说出；责备，训斥 n.  敲击， 急敲	‘Come on,’ he rapped impatiently.	“得了吧。”他不耐烦地厉声说道。	同义：tap, strike, bob	同根：rapper  敲门者；叩击物
upgrade	/,ʌpˈɡred/	vt. 提升，使升级 n.  向上的斜坡	Helicopters have been upgraded and modernized.	直升机已经升级并且装上现代化设备。	同义：promote, rise, upward	
instruct	/ɪnˈstrʌkt/	vt.  教， 指示； 通知； 教育	Eva went straight to the hotel, as instructed (= as she had been told ).	伊娃按照指示径直去了宾馆。	同义：require	同根：instructive  有益的；教育性的；instructional  教学的；指导的，教育的；instructively  有益地；教育地
appendix	/əˈpɛndɪks/	n.  阑尾； 附录	Christine had to go into hospital to have her appendix out (=  have it removed  ) .	克里丝蒂娜不得不去医院切除阑尾。	同义：supplement	同根：appendant  附属的；附加的；appendectomy  [外科] 阑尾切除术；appendant  附属物；附属品
virtually	/ˈvɜrtʃuəli/	adv.  事实上， 实质上	Virtually all cooking was done over coal-fired ranges.	事实上所有的烹饪都是在烧煤的炉灶上完成的。	同义：actually	同根：virtual  [计] 虚拟的；有效的；实质上的，事实上的
agreeable	/əˈɡriəbl/	adj.  令人愉快的， 惬意的； 同意的， 乐意的	We spent a most agreeable couple of hours.	我们非常愉快地度过了几个小时。	同义：pleasant	同根：agreeably  愉快地；agreeableness  适合；一致
economy	/ɪˈkɑnəmɪ/	n.  经济； 节约， 节省	The council must make economies to meet government spending targets.	市政会必须采取节约措施以达到政府的开支指标。	同义：saving	同根：economic  经济的，经济上的；经济学的；economical  经济的；节约的；合算的；economically  经济地；在经济上；节俭地
community	/kəˈmjunətɪ/	n.  社区， 社会， 公社； 团体， 界； 群落	The new arts centre will serve the whole community.	这座新的艺术中心将为整个社区服务。	同义：village	同根：communal  公共的；公社的；communally  社区地；公有地；commune  公社
version	/ˈvɝʒn/	n.  译文， 说法， 改写本	Could Donna’s version of what happened that night be correct?	唐娜对那晚发生的事情的描述是否正确呢？	同义：edition	同根：verse  诗，诗篇；韵文；诗节
sprinkle	/ˈsprɪŋkl/	v. 撒，洒 n.  少量， 少数	Sprinkle the meat with salt and place in the pan.	给肉撒点盐，然后放进平锅里。	同义：bit, besprinkle	同根：sprinkler  洒水车；洒水器；sprinkling  少量；点滴；喷雾；sprinkling  洒；点缀（sprinkle的现在分词）
bronze	/brɑnz/	n.  青铜， 青铜色， 古铜色； 青铜制品， 铜牌	a bell cast in bronze	青铜浇铸的一口钟	同义：gunmetal, aeneous	同根：bronzed  （皮肤晒得）古铜色的；镀青铜的；bronzy  青铜色的；仿青铜的；似青铜的；bronzed  镀青铜于；呈青铜色（bronze的过去分词和过去式）
conception	/kənˈsɛpʃən/	n.  思想， 观念， 概念； 构想， 设想； 怀孕	the original conception of the book	此书最初的构想	同义：idea	同根：conceptual  概念上的；conceptional  想象的；概念上的；conceptive  概念上的；有想像力的
municipal	/mjuˈnɪsɪpl/	adj.  市的， 市政的	the municipal waste dump	城市垃圾场	同义：civic	同根：municipally  市制上；市政上；依市的规定；municipality  市民；市政当局；自治市或区
detain	/dɪˈten/	vt.  拘留， 扣留； 留住， 耽搁	Two suspects have been detained by the police for questioning .	两名嫌疑人被警方拘留审问。	同义：hold	同根：detainment  扣留；延误；挽留
institute	/ˈɪnstɪtut/	n. 研究所，学院 vt.  建立， 设立	research institutes	研究所	同义：found, academy	同根：institutional  制度的；制度上的；学会的；institutionalised  制度化的；institutive  成例的；有关创设的
endure	/ɪnˈdʊr/	v.  忍受， 容忍； 持久， 持续	It seemed impossible that anyone could endure such pain.	似乎谁都不可能忍受这样的疼痛。	同义：resist, resist	同根：enduring  持久的；能忍受的；endurable  能忍耐的；可忍受的；能持久的；enduringly  耐久地；永久地
detail	/dɪˈtel/	n. 细节，枝节；零件 vt.  详细说明	This issue will be discussed in more detail in Chapter 5.	这个问题将在第五章里作更为详细的论述。	同义：specific, expand on	同根：detailed  详细的，精细的；复杂的，详尽的；detailing  细节设计；点缀物；detailed  详细说明（detail的过去分词）
subculture	/ˈsʌbkʌltʃɚ/	n.  亚文化	the drug subculture of the inner city	旧城区的吸毒亚文化群		
appropriate	/əˈproprɪət;(for v.) əˈproprɪet/	adj. 适当的，恰当的 vt.  私吞； 拨款供专用	The timing of the announcement was particularly appropriate .	通告发布的时机很合适。	同义：suitable, engage	同根：appropriately  适当地；合适的；相称地；appropriateness  适当；适合；appropriator  占用者；擅用者
essence	/ˈɛsns/	n.  本质， 实质， 要素； 精髓， 精华	In essence his message was very simple.	实质上他想表达的意思很简单。	同义：substance	同根：essential  基本的；必要的；本质的；精华的；essentially  本质上；本来；essential  本质；要素；要点；必需品
pore	/pɔr/	vi.  仔细阅读， 审视 n. 毛孔，细孔	We spent hours poring over travel brochures.	我们花了几个小时仔细研究旅游宣传册。	同义：consider, stomates	
utility	/juˈtɪləti/	n.  效用， 有用	It’s a simple shareware utility that allows you to print signs and banners.	这是个简单的共享应用软件，你可以用它来打印标牌和横幅。	同义：practical use, applied	同根：utilitarianism  功利主义；实用主义
manual	/ˈmænjuəl/	adj. 用手的，手工做的 n.  手册， 指南	People in manual occupations have a lower life expectancy.	干体力活的人预期寿命较短。	同义：handmade, guide	同根：manually  手动地；用手
maneuver	/məˈnʊvɚ; məˈnjʊvɚ/	vi.  设法变动位置； 用策略， 耍花招 n. 谨慎而熟练的动作；策略，花招；演习 vt. 设法使变动位置；操纵，控制			同义：strategy, dry run, boss	同根：maneuverability  可操作性；[航][车辆][船] 机动性
symphony	/ˈsɪmfəni/	n.  交响乐， 交响曲； 和谐， 协调	Bruckner’s Fifth Symphony	布鲁克纳的《第五交响曲》	同义：harmonic	同根：symphonic  交响乐的；交响性的；和声的；symphonious  和谐的；调和的
eloquent	/ˈɛləkwənt/	adj.  雄辩的， 口才流利的， 有说服力的； 明白显示出的	an eloquent appeal for support	极具说服力的求助呼吁	同义：meaningful	同根：eloquently  善辩地；富于表现力地；eloquence  口才；雄辩；雄辩术；修辞
optimistic	/,ɑptɪˈmɪstɪk/	adj.  乐观的， 乐观主义的	Andrew took a more optimistic view.	安德鲁抱有更为乐观的想法。	同义：rose-colored	同根：optimistically  乐观地；乐天地；optimism  乐观；乐观主义；optimist  乐观主义者；乐天派
dual	/ˈdʊəl/	adj.  双的， 两重的	a dual system of education	二元[双元]教育体系	同义：double	同根：du  二重唱；双人组合；dualism  二元论；双重性；二神教
submarine	/,sʌbməˈrin/	adj.  水底的， 海底的 n. 潜水艇	submarine plant life	海生植物	同义：sub, benthonic	同根：submerged  水下的，在水中的；submersible  能潜水的；能沉入水中的；submergible  能浸入水中的；可潜入水中的
aspect	/ˈæspɛkt/	n.  方面； 朝向、 方向； 样子， 外表	a south-facing aspect	朝南方向	同义：direction	
aggressive	/əˈɡrɛsɪv/	adj.  侵略的， 好斗的； 敢作敢为的； 有进取心的	Jim’s voice became aggressive.	吉姆的声音凶了起来。	同义：invasive	同根：aggressively  侵略地；攻击地；有闯劲地；aggression  侵略；进攻；侵犯；侵害；aggressiveness  攻击性；侵犯；进取精神
stump	/stʌmp/	vi.  脚步沉重地走 n. 树桩；残根，残余部分 vt. 把…难住，使为难；在…做巡回演说	an old tree stump	老树墩	同义：artificial limb, fell	同根：stumpy  多残株的；粗短的；stumper  难题；伐木机；竞选演说者；板球三柱门守球员；stumpy  矮胖者
behavior	/bɪˈhevjɚ/	n.  行为， 举止， 表现			同义：dealing	同根：behavioral  行为的；behavioural  行为的；动作的；behaviour  行为；习性；运行状况（等于behavior）
federation	/ˈfɛdəˈreʃən/	n.  联合会； 联邦	the National Federation of Women’s Institutes	〔英国及英联邦国家〕妇女协会全国联合会	同义：alliance	同根：federal  联邦的；同盟的；federalist  （支持）联邦党人的；联邦制的；federate  同盟的；联邦制度下的；联合的
